Municipio,Ano,Produtividade
2211407,1991,334
2211407,1992,66
2211407,1993,259
2211407,1994,65
2211407,1995,320
2211407,1996,236
2211407,1997,200
2211407,1998,166
2211407,1999,300
2211407,2000,333
2211407,2001,76
2211407,2002,83
2211407,2003,400
2211407,2004,333
2211407,2005,434
2211407,2006,388
2211407,2007,200
2211407,2008,300
2211407,2009,150
2211407,2010,450
2211407,2011,500
2211407,2012,222
2211407,2013,500
2211407,2014,500
2211506,1990,-
2211506,1991,-
2211506,1992,-
2211506,1993,-
2211506,1994,-
2211506,1995,-
2211506,1996,-
2211506,1997,149
2211506,1998,36
2211506,1999,199
2211506,2000,240
2211506,2001,120
2211506,2002,89
2211506,2003,240
2211506,2004,80
2211506,2005,168
2211506,2006,360
2211506,2007,84
2211506,2008,184
2211506,2009,240
2211506,2010,105
2211506,2011,322
2211506,2012,92
2211506,2013,23
2211506,2014,56
2211605,1990,-
2211605,1991,-
2211605,1992,-
2211605,1993,-
2211605,1994,-
2211605,1995,-
2211605,1996,-
2211605,1997,276
2211605,1998,70
2211605,1999,480
2211605,2000,270
2211605,2001,48
2211605,2002,42
2211605,2003,120
2211605,2004,197
2211605,2005,48
2211605,2006,180
2211605,2007,100
2211605,2008,180
2211605,2009,193
2211605,2010,96
2211605,2011,225
2211605,2012,14
2211605,2013,14
2211605,2014,77
2211704,1990,-
2211704,1991,-
2211704,1992,-
2211704,1993,-
2211704,1994,-
2211704,1995,-
2211704,1996,-
2211704,1997,59
2211704,1998,40
2211704,1999,88
2211704,2000,239
2211704,2001,119
2211704,2002,79
2211704,2003,200
2211704,2004,450
2211704,2005,150
2211704,2006,350
2211704,2007,100
2211704,2008,150
2211704,2009,350
2211704,2010,149
2211704,2011,350
2211704,2012,25
2211704,2013,150
2211704,2014,75
2300101,1990,205
2300101,1991,425
2300101,1992,216
2300101,1993,153
2300101,1994,654
2300101,1995,642
2300101,1996,798
2300101,1997,750
2300101,1998,122
2300101,1999,483
2300101,2000,550
2300101,2001,120
2300101,2002,329
2300101,2003,540
2300101,2004,333
2300101,2005,219
2300101,2006,600
2300101,2007,232
2300101,2008,500
2300101,2009,540
2300101,2010,74
2300101,2011,762
2300101,2012,179
2300101,2013,185
2300101,2014,660
2300150,1990,325
2300150,1991,350
2300150,1992,260
2300150,1993,164
2300150,1994,373
2300150,1995,256
2300150,1996,357
2300150,1997,344
2300150,1998,208
2300150,1999,601
2300150,2000,512
2300150,2001,514
2300150,2002,494
2300150,2003,495
2300150,2004,499
2300150,2005,523
2300150,2006,612
2300150,2007,343
2300150,2008,489
2300150,2009,237
2300150,2010,170
2300150,2011,351
2300150,2012,192
2300150,2013,258
2300150,2014,558
2300200,1990,169
2300200,1991,342
2300200,1992,175
2300200,1993,109
2300200,1994,242
2300200,1995,141
2300200,1996,232
2300200,1997,192
2300200,1998,186
2300200,1999,260
2300200,2000,233
2300200,2001,217
2300200,2002,348
2300200,2003,210
2300200,2004,274
2300200,2005,321
2300200,2006,454
2300200,2007,285
2300200,2008,397
2300200,2009,207
2300200,2010,212
2300200,2011,505
2300200,2012,229
2300200,2013,191
2300200,2014,325
2300309,1990,106
2300309,1991,149
2300309,1992,132
2300309,1993,370
2300309,1994,375
2300309,1995,377
2300309,1996,229
2300309,1997,250
2300309,1998,123
2300309,1999,323
2300309,2000,412
2300309,2001,80
2300309,2002,471
2300309,2003,310
2300309,2004,347
2300309,2005,78
2300309,2006,572
2300309,2007,185
2300309,2008,465
2300309,2009,128
2300309,2010,151
2300309,2011,502
2300309,2012,83
2300309,2013,178
2300309,2014,213
2300408,1990,146
2300408,1991,300
2300408,1992,36
2300408,1993,38
2300408,1994,380
2300408,1995,360
2300408,1996,276
2300408,1997,300
2300408,1998,60
2300408,1999,240
2300408,2000,233
2300408,2001,22
2300408,2002,140
2300408,2003,305
2300408,2004,119
2300408,2005,186
2300408,2006,438
2300408,2007,180
2300408,2008,370
2300408,2009,258
2300408,2010,94
2300408,2011,500
2300408,2012,49
2300408,2013,42
2300408,2014,290
2300507,1990,165
2300507,1991,333
2300507,1992,168
2300507,1993,200
2300507,1994,300
2300507,1995,57
2300507,1996,315
2300507,1997,246
2300507,1998,162
2300507,1999,244
2300507,2000,154
2300507,2001,175
2300507,2002,296
2300507,2003,361
2300507,2004,437
2300507,2005,498
2300507,2006,534
2300507,2007,577
2300507,2008,423
2300507,2009,355
2300507,2010,102
2300507,2011,555
2300507,2012,108
2300507,2013,129
2300507,2014,213
2300606,1990,545
2300606,1991,405
2300606,1992,250
2300606,1993,203
2300606,1994,279
2300606,1995,277
2300606,1996,527
2300606,1997,300
2300606,1998,240
2300606,1999,300
2300606,2000,217
2300606,2001,36
2300606,2002,328
2300606,2003,325
2300606,2004,253
2300606,2005,288
2300606,2006,360
2300606,2007,183
2300606,2008,305
2300606,2009,200
2300606,2010,109
2300606,2011,481
2300606,2012,256
2300606,2013,179
2300606,2014,480
2300705,1990,248
2300705,1991,705
2300705,1992,467
2300705,1993,672
2300705,1994,625
2300705,1995,429
2300705,1996,692
2300705,1997,610
2300705,1998,187
2300705,1999,341
2300705,2000,419
2300705,2001,219
2300705,2002,405
2300705,2003,458
2300705,2004,424
2300705,2005,464
2300705,2006,676
2300705,2007,335
2300705,2008,419
2300705,2009,348
2300705,2010,146
2300705,2011,446
2300705,2012,190
2300705,2013,205
2300705,2014,336
2300754,1990,72
2300754,1991,300
2300754,1992,90
2300754,1993,44
2300754,1994,280
2300754,1995,104
2300754,1996,207
2300754,1997,196
2300754,1998,254
2300754,1999,359
2300754,2000,303
2300754,2001,146
2300754,2002,291
2300754,2003,110
2300754,2004,210
2300754,2005,226
2300754,2006,344
2300754,2007,148
2300754,2008,262
2300754,2009,62
2300754,2010,72
2300754,2011,312
2300754,2012,192
2300754,2013,176
2300754,2014,120
2300804,1990,147
2300804,1991,90
2300804,1992,106
2300804,1993,29
2300804,1994,400
2300804,1995,378
2300804,1996,431
2300804,1997,299
2300804,1998,105
2300804,1999,400
2300804,2000,200
2300804,2001,60
2300804,2002,138
2300804,2003,306
2300804,2004,135
2300804,2005,155
2300804,2006,452
2300804,2007,160
2300804,2008,339
2300804,2009,177
2300804,2010,46
2300804,2011,450
2300804,2012,100
2300804,2013,101
2300804,2014,221
2300903,1990,186
2300903,1991,352
2300903,1992,126
2300903,1993,264
2300903,1994,411
2300903,1995,414
2300903,1996,239
2300903,1997,125
2300903,1998,600
2300903,1999,332
2300903,2000,306
2300903,2001,128
2300903,2002,259
2300903,2003,199
2300903,2004,154
2300903,2005,187
2300903,2006,460
2300903,2007,108
2300903,2008,368
2300903,2009,195
2300903,2010,62
2300903,2011,527
2300903,2012,123
2300903,2013,150
2300903,2014,210
2301000,1990,200
2301000,1991,250
2301000,1992,174
2301000,1993,100
2301000,1994,240
2301000,1995,140
2301000,1996,489
2301000,1997,300
2301000,1998,195
2301000,1999,120
2301000,2000,433
2301000,2001,447
2301000,2002,370
2301000,2003,371
2301000,2004,541
2301000,2005,529
2301000,2006,536
2301000,2007,497
2301000,2008,504
2301000,2009,307
2301000,2010,210
2301000,2011,460
2301000,2012,51
2301000,2013,42
2301000,2014,241
2301109,1990,291
2301109,1991,300
2301109,1992,200
2301109,1993,-
2301109,1994,400
2301109,1995,250
2301109,1996,290
2301109,1997,244
2301109,1998,621
2301109,1999,247
2301109,2000,376
2301109,2001,121
2301109,2002,448
2301109,2003,393
2301109,2004,139
2301109,2005,292
2301109,2006,423
2301109,2007,280
2301109,2008,445
2301109,2009,146
2301109,2010,483
2301109,2011,469
2301109,2012,199
2301109,2013,166
2301109,2014,222
2301208,1990,323
2301208,1991,359
2301208,1992,256
2301208,1993,210
2301208,1994,262
2301208,1995,223
2301208,1996,260
2301208,1997,255
2301208,1998,78
2301208,1999,251
2301208,2000,345
2301208,2001,243
2301208,2002,625
2301208,2003,382
2301208,2004,354
2301208,2005,423
2301208,2006,476
2301208,2007,341
2301208,2008,490
2301208,2009,250
2301208,2010,216
2301208,2011,253
2301208,2012,322
2301208,2013,248
2301208,2014,217
2301257,1990,-
2301257,1991,-
2301257,1992,-
2301257,1993,90
2301257,1994,300
2301257,1995,120
2301257,1996,215
2301257,1997,180
2301257,1998,80
2301257,1999,330
2301257,2000,300
2301257,2001,268
2301257,2002,339
2301257,2003,325
2301257,2004,310
2301257,2005,237
2301257,2006,395
2301257,2007,188
2301257,2008,359
2301257,2009,134
2301257,2010,87
2301257,2011,360
2301257,2012,116
2301257,2013,120
2301257,2014,280
2301307,1990,301
2301307,1991,301
2301307,1992,211
2301307,1993,130
2301307,1994,280
2301307,1995,281
2301307,1996,362
2301307,1997,195
2301307,1998,144
2301307,1999,240
2301307,2000,234
2301307,2001,84
2301307,2002,173
2301307,2003,315
2301307,2004,293
2301307,2005,226
2301307,2006,334
2301307,2007,153
2301307,2008,340
2301307,2009,400
2301307,2010,266
2301307,2011,450
2301307,2012,53
2301307,2013,140
2301307,2014,338
2301406,1990,326
2301406,1991,344
2301406,1992,255
2301406,1993,218
2301406,1994,224
2301406,1995,210
2301406,1996,300
2301406,1997,281
2301406,1998,94
2301406,1999,296
2301406,2000,548
2301406,2001,322
2301406,2002,348
2301406,2003,291
2301406,2004,313
2301406,2005,495
2301406,2006,553
2301406,2007,409
2301406,2008,568
2301406,2009,215
2301406,2010,142
2301406,2011,337
2301406,2012,106
2301406,2013,216
2301406,2014,335
2301505,1990,126
2301505,1991,240
2301505,1992,29
2301505,1993,25
2301505,1994,360
2301505,1995,189
2301505,1996,282
2301505,1997,150
2301505,1998,60
2301505,1999,240
2301505,2000,230
2301505,2001,22
2301505,2002,133
2301505,2003,266
2301505,2004,82
2301505,2005,144
2301505,2006,204
2301505,2007,83
2301505,2008,450
2301505,2009,184
2301505,2010,78
2301505,2011,388
2301505,2012,10
2301505,2013,31
2301505,2014,130
2301604,1990,250
2301604,1991,400
2301604,1992,400
2301604,1993,191
2301604,1994,280
2301604,1995,280
2301604,1996,291
2301604,1997,267
2301604,1998,158
2301604,1999,248
2301604,2000,190
2301604,2001,55
2301604,2002,114
2301604,2003,423
2301604,2004,194
2301604,2005,205
2301604,2006,501
2301604,2007,192
2301604,2008,385
2301604,2009,231
2301604,2010,120
2301604,2011,469
2301604,2012,179
2301604,2013,77
2301604,2014,476
2301703,1990,172
2301703,1991,213
2301703,1992,44
2301703,1993,131
2301703,1994,308
2301703,1995,251
2301703,1996,776
2301703,1997,700
2301703,1998,143
2301703,1999,250
2301703,2000,414
2301703,2001,48
2301703,2002,271
2301703,2003,392
2301703,2004,209
2301703,2005,200
2301703,2006,515
2301703,2007,121
2301703,2008,436
2301703,2009,578
2301703,2010,105
2301703,2011,716
2301703,2012,141
2301703,2013,182
2301703,2014,400
2301802,1990,84
2301802,1991,123
2301802,1992,77
2301802,1993,87
2301802,1994,200
2301802,1995,240
2301802,1996,193
2301802,1997,250
2301802,1998,30
2301802,1999,189
2301802,2000,378
2301802,2001,55
2301802,2002,356
2301802,2003,374
2301802,2004,147
2301802,2005,142
2301802,2006,400
2301802,2007,151
2301802,2008,400
2301802,2009,252
2301802,2010,141
2301802,2011,361
2301802,2012,143
2301802,2013,192
2301802,2014,130
2301851,1990,278
2301851,1991,251
2301851,1992,252
2301851,1993,92
2301851,1994,250
2301851,1995,354
2301851,1996,379
2301851,1997,286
2301851,1998,320
2301851,1999,401
2301851,2000,401
2301851,2001,168
2301851,2002,721
2301851,2003,671
2301851,2004,506
2301851,2005,407
2301851,2006,406
2301851,2007,416
2301851,2008,701
2301851,2009,346
2301851,2010,183
2301851,2011,714
2301851,2012,58
2301851,2013,426
2301851,2014,431
2301901,1990,234
2301901,1991,315
2301901,1992,347
2301901,1993,78
2301901,1994,471
2301901,1995,522
2301901,1996,540
2301901,1997,605
2301901,1998,201
2301901,1999,430
2301901,2000,462
2301901,2001,114
2301901,2002,356
2301901,2003,425
2301901,2004,332
2301901,2005,296
2301901,2006,604
2301901,2007,340
2301901,2008,612
2301901,2009,603
2301901,2010,174
2301901,2011,590
2301901,2012,256
2301901,2013,263
2301901,2014,620
2301950,1990,273
2301950,1991,400
2301950,1992,400
2301950,1993,48
2301950,1994,296
2301950,1995,271
2301950,1996,350
2301950,1997,300
2301950,1998,280
2301950,1999,602
2301950,2000,572
2301950,2001,600
2301950,2002,542
2301950,2003,622
2301950,2004,636
2301950,2005,780
2301950,2006,820
2301950,2007,560
2301950,2008,589
2301950,2009,291
2301950,2010,243
2301950,2011,301
2301950,2012,210
2301950,2013,351
2301950,2014,514
2302008,1990,165
2302008,1991,364
2302008,1992,46
2302008,1993,200
2302008,1994,504
2302008,1995,505
2302008,1996,902
2302008,1997,877
2302008,1998,102
2302008,1999,248
2302008,2000,495
2302008,2001,81
2302008,2002,288
2302008,2003,270
2302008,2004,184
2302008,2005,206
2302008,2006,494
2302008,2007,180
2302008,2008,521
2302008,2009,495
2302008,2010,445
2302008,2011,364
2302008,2012,127
2302008,2013,245
2302008,2014,621
2302057,1990,150
2302057,1991,282
2302057,1992,62
2302057,1993,200
2302057,1994,151
2302057,1995,124
2302057,1996,186
2302057,1997,200
2302057,1998,150
2302057,1999,173
2302057,2000,320
2302057,2001,150
2302057,2002,251
2302057,2003,234
2302057,2004,240
2302057,2005,217
2302057,2006,300
2302057,2007,299
2302057,2008,300
2302057,2009,224
2302057,2010,162
2302057,2011,332
2302057,2012,243
2302057,2013,120
2302057,2014,152
2302107,1990,339
2302107,1991,359
2302107,1992,256
2302107,1993,121
2302107,1994,287
2302107,1995,255
2302107,1996,351
2302107,1997,298
2302107,1998,118
2302107,1999,364
2302107,2000,396
2302107,2001,201
2302107,2002,365
2302107,2003,416
2302107,2004,329
2302107,2005,385
2302107,2006,521
2302107,2007,398
2302107,2008,520
2302107,2009,238
2302107,2010,160
2302107,2011,418
2302107,2012,105
2302107,2013,248
2302107,2014,361
2302206,1990,300
2302206,1991,300
2302206,1992,210
2302206,1993,-
2302206,1994,360
2302206,1995,250
2302206,1996,280
2302206,1997,300
2302206,1998,192
2302206,1999,330
2302206,2000,310
2302206,2001,120
2302206,2002,240
2302206,2003,255
2302206,2004,137
2302206,2005,210
2302206,2006,400
2302206,2007,129
2302206,2008,380
2302206,2009,164
2302206,2010,400
2302206,2011,216
2302206,2012,43
2302206,2013,63
2302206,2014,197
2302305,1990,93
2302305,1991,278
2302305,1992,76
2302305,1993,181
2302305,1994,216
2302305,1995,90
2302305,1996,213
2302305,1997,216
2302305,1998,152
2302305,1999,240
2302305,2000,183
2302305,2001,205
2302305,2002,207
2302305,2003,153
2302305,2004,276
2302305,2005,203
2302305,2006,316
2302305,2007,219
2302305,2008,267
2302305,2009,64
2302305,2010,23
2302305,2011,215
2302305,2012,124
2302305,2013,157
2302305,2014,136
2302404,1990,60
2302404,1991,143
2302404,1992,77
2302404,1993,-
2302404,1994,300
2302404,1995,240
2302404,1996,225
2302404,1997,120
2302404,1998,81
2302404,1999,181
2302404,2000,402
2302404,2001,72
2302404,2002,277
2302404,2003,600
2302404,2004,260
2302404,2005,170
2302404,2006,610
2302404,2007,255
2302404,2008,609
2302404,2009,152
2302404,2010,176
2302404,2011,290
2302404,2012,26
2302404,2013,133
2302404,2014,286
2302503,1990,126
2302503,1991,367
2302503,1992,189
2302503,1993,200
2302503,1994,606
2302503,1995,606
2302503,1996,378
2302503,1997,495
2302503,1998,152
2302503,1999,607
2302503,2000,357
2302503,2001,187
2302503,2002,320
2302503,2003,697
2302503,2004,324
2302503,2005,433
2302503,2006,673
2302503,2007,442
2302503,2008,625
2302503,2009,636
2302503,2010,595
2302503,2011,737
2302503,2012,370
2302503,2013,450
2302503,2014,793
2302602,1990,122
2302602,1991,240
2302602,1992,60
2302602,1993,40
2302602,1994,155
2302602,1995,130
2302602,1996,278
2302602,1997,224
2302602,1998,150
2302602,1999,173
2302602,2000,350
2302602,2001,210
2302602,2002,251
2302602,2003,232
2302602,2004,223
2302602,2005,213
2302602,2006,250
2302602,2007,300
2302602,2008,300
2302602,2009,225
2302602,2010,143
2302602,2011,304
2302602,2012,240
2302602,2013,141
2302602,2014,225
2302701,1990,329
2302701,1991,306
2302701,1992,217
2302701,1993,114
2302701,1994,305
2302701,1995,287
2302701,1996,740
2302701,1997,246
2302701,1998,144
2302701,1999,240
2302701,2000,240
2302701,2001,120
2302701,2002,345
2302701,2003,411
2302701,2004,202
2302701,2005,244
2302701,2006,468
2302701,2007,198
2302701,2008,400
2302701,2009,247
2302701,2010,242
2302701,2011,426
2302701,2012,94
2302701,2013,80
2302701,2014,250
2302800,1990,60
2302800,1991,145
2302800,1992,90
2302800,1993,10
2302800,1994,400
2302800,1995,180
2302800,1996,171
2302800,1997,119
2302800,1998,60
2302800,1999,350
2302800,2000,360
2302800,2001,80
2302800,2002,440
2302800,2003,501
2302800,2004,268
2302800,2005,107
2302800,2006,426
2302800,2007,137
2302800,2008,599
2302800,2009,133
2302800,2010,101
2302800,2011,357
2302800,2012,35
2302800,2013,105
2302800,2014,216
2302909,1990,341
2302909,1991,359
2302909,1992,260
2302909,1993,120
2302909,1994,279
2302909,1995,224
2302909,1996,280
2302909,1997,220
2302909,1998,65
2302909,1999,379
2302909,2000,312
2302909,2001,45
2302909,2002,201
2302909,2003,162
2302909,2004,73
2302909,2005,183
2302909,2006,419
2302909,2007,235
2302909,2008,478
2302909,2009,120
2302909,2010,140
2302909,2011,323
2302909,2012,119
2302909,2013,286
2302909,2014,296
2303006,1990,59
2303006,1991,144
2303006,1992,102
2303006,1993,-
2303006,1994,480
2303006,1995,240
2303006,1996,239
2303006,1997,120
2303006,1998,30
2303006,1999,262
2303006,2000,410
2303006,2001,70
2303006,2002,220
2303006,2003,493
2303006,2004,208
2303006,2005,197
2303006,2006,517
2303006,2007,242
2303006,2008,711
2303006,2009,73
2303006,2010,161
2303006,2011,484
2303006,2012,99
2303006,2013,100
2303006,2014,230
2303105,1990,379
2303105,1991,517
2303105,1992,238
2303105,1993,289
2303105,1994,434
2303105,1995,239
2303105,1996,354
2303105,1997,309
2303105,1998,99
2303105,1999,268
2303105,2000,312
2303105,2001,142
2303105,2002,259
2303105,2003,280
2303105,2004,206
2303105,2005,157
2303105,2006,363
2303105,2007,333
2303105,2008,333
2303105,2009,260
2303105,2010,170
2303105,2011,349
2303105,2012,153
2303105,2013,83
2303105,2014,150
2303204,1990,180
2303204,1991,245
2303204,1992,148
2303204,1993,180
2303204,1994,296
2303204,1995,302
2303204,1996,290
2303204,1997,376
2303204,1998,54
2303204,1999,129
2303204,2000,500
2303204,2001,81
2303204,2002,358
2303204,2003,400
2303204,2004,361
2303204,2005,204
2303204,2006,500
2303204,2007,138
2303204,2008,475
2303204,2009,540
2303204,2010,60
2303204,2011,334
2303204,2012,113
2303204,2013,104
2303204,2014,322
2303303,1990,182
2303303,1991,246
2303303,1992,363
2303303,1993,355
2303303,1994,338
2303303,1995,328
2303303,1996,238
2303303,1997,233
2303303,1998,93
2303303,1999,415
2303303,2000,414
2303303,2001,164
2303303,2002,302
2303303,2003,387
2303303,2004,347
2303303,2005,203
2303303,2006,531
2303303,2007,260
2303303,2008,361
2303303,2009,292
2303303,2010,274
2303303,2011,457
2303303,2012,175
2303303,2013,244
2303303,2014,470
2303402,1990,250
2303402,1991,333
2303402,1992,300
2303402,1993,279
2303402,1994,400
2303402,1995,285
2303402,1996,312
2303402,1997,299
2303402,1998,238
2303402,1999,300
2303402,2000,289
2303402,2001,200
2303402,2002,304
2303402,2003,260
2303402,2004,193
2303402,2005,385
2303402,2006,400
2303402,2007,162
2303402,2008,242
2303402,2009,238
2303402,2010,293
2303402,2011,383
2303402,2012,136
2303402,2013,218
2303402,2014,146
2303501,1990,200
2303501,1991,240
2303501,1992,58
2303501,1993,80
2303501,1994,294
2303501,1995,267
2303501,1996,340
2303501,1997,320
2303501,1998,323
2303501,1999,458
2303501,2000,390
2303501,2001,132
2303501,2002,341
2303501,2003,286
2303501,2004,169
2303501,2005,358
2303501,2006,436
2303501,2007,237
2303501,2008,417
2303501,2009,186
2303501,2010,490
2303501,2011,442
2303501,2012,43
2303501,2013,81
2303501,2014,218
2303600,1990,90
2303600,1991,269
2303600,1992,175
2303600,1993,5
2303600,1994,360
2303600,1995,360
2303600,1996,341
2303600,1997,340
2303600,1998,36
2303600,1999,190
2303600,2000,350
2303600,2001,31
2303600,2002,300
2303600,2003,199
2303600,2004,251
2303600,2005,114
2303600,2006,415
2303600,2007,69
2303600,2008,412
2303600,2009,192
2303600,2010,335
2303600,2011,382
2303600,2012,64
2303600,2013,126
2303600,2014,120
2303659,1990,-
2303659,1991,-
2303659,1992,-
2303659,1993,-
2303659,1994,134
2303659,1995,255
2303659,1996,203
2303659,1997,29
2303659,1998,40
2303659,1999,299
2303659,2000,364
2303659,2001,41
2303659,2002,306
2303659,2003,393
2303659,2004,119
2303659,2005,156
2303659,2006,500
2303659,2007,137
2303659,2008,424
2303659,2009,180
2303659,2010,262
2303659,2011,481
2303659,2012,75
2303659,2013,148
2303659,2014,212
2303709,1990,210
2303709,1991,400
2303709,1992,305
2303709,1993,187
2303709,1994,400
2303709,1995,221
2303709,1996,278
2303709,1997,202
2303709,1998,211
2303709,1999,325
2303709,2000,278
2303709,2001,841
2303709,2002,320
2303709,2003,182
2303709,2004,339
2303709,2005,150
2303709,2006,374
2303709,2007,272
2303709,2008,169
2303709,2009,131
2303709,2010,371
2303709,2011,303
2303709,2012,162
2303709,2013,140
2303709,2014,255
2303808,1990,177
2303808,1991,245
2303808,1992,96
2303808,1993,123
2303808,1994,250
2303808,1995,387
2303808,1996,308
2303808,1997,300
2303808,1998,23
2303808,1999,191
2303808,2000,288
2303808,2001,81
2303808,2002,217
2303808,2003,317
2303808,2004,235
2303808,2005,107
2303808,2006,474
2303808,2007,195
2303808,2008,221
2303808,2009,300
2303808,2010,195
2303808,2011,384
2303808,2012,186
2303808,2013,197
2303808,2014,380
2303907,1990,126
2303907,1991,300
2303907,1992,107
2303907,1993,57
2303907,1994,150
2303907,1995,125
2303907,1996,232
2303907,1997,200
2303907,1998,148
2303907,1999,249
2303907,2000,150
2303907,2001,150
2303907,2002,251
2303907,2003,221
2303907,2004,221
2303907,2005,238
2303907,2006,300
2303907,2007,300
2303907,2008,299
2303907,2009,239
2303907,2010,147
2303907,2011,330
2303907,2012,240
2303907,2013,165
2303907,2014,183
2303931,1990,-
2303931,1991,-
2303931,1992,-
2303931,1993,80
2303931,1994,250
2303931,1995,400
2303931,1996,280
2303931,1997,300
2303931,1998,251
2303931,1999,400
2303931,2000,400
2303931,2001,151
2303931,2002,500
2303931,2003,506
2303931,2004,237
2303931,2005,402
2303931,2006,405
2303931,2007,321
2303931,2008,563
2303931,2009,385
2303931,2010,168
2303931,2011,606
2303931,2012,40
2303931,2013,324
2303931,2014,268
2303956,1990,240
2303956,1991,360
2303956,1992,300
2303956,1993,-
2303956,1994,294
2303956,1995,260
2303956,1996,419
2303956,1997,309
2303956,1998,320
2303956,1999,381
2303956,2000,389
2303956,2001,273
2303956,2002,480
2303956,2003,482
2303956,2004,270
2303956,2005,294
2303956,2006,277
2303956,2007,302
2303956,2008,313
2303956,2009,308
2303956,2010,191
2303956,2011,380
2303956,2012,204
2303956,2013,175
2303956,2014,315
2304004,1990,106
2304004,1991,300
2304004,1992,63
2304004,1993,52
2304004,1994,210
2304004,1995,125
2304004,1996,330
2304004,1997,210
2304004,1998,50
2304004,1999,240
2304004,2000,320
2304004,2001,300
2304004,2002,216
2304004,2003,246
2304004,2004,148
2304004,2005,205
2304004,2006,339
2304004,2007,419
2304004,2008,420
2304004,2009,244
2304004,2010,157
2304004,2011,250
2304004,2012,105
2304004,2013,50
2304004,2014,135
2304103,1990,225
2304103,1991,384
2304103,1992,117
2304103,1993,104
2304103,1994,450
2304103,1995,234
2304103,1996,320
2304103,1997,219
2304103,1998,82
2304103,1999,368
2304103,2000,288
2304103,2001,236
2304103,2002,156
2304103,2003,320
2304103,2004,239
2304103,2005,262
2304103,2006,532
2304103,2007,161
2304103,2008,288
2304103,2009,89
2304103,2010,20
2304103,2011,489
2304103,2012,100
2304103,2013,128
2304103,2014,570
2304202,1990,134
2304202,1991,289
2304202,1992,208
2304202,1993,116
2304202,1994,292
2304202,1995,295
2304202,1996,411
2304202,1997,292
2304202,1998,106
2304202,1999,240
2304202,2000,363
2304202,2001,117
2304202,2002,281
2304202,2003,434
2304202,2004,218
2304202,2005,202
2304202,2006,445
2304202,2007,173
2304202,2008,451
2304202,2009,226
2304202,2010,143
2304202,2011,450
2304202,2012,120
2304202,2013,173
2304202,2014,540
2304236,1990,304
2304236,1991,395
2304236,1992,299
2304236,1993,250
2304236,1994,400
2304236,1995,322
2304236,1996,304
2304236,1997,345
2304236,1998,200
2304236,1999,347
2304236,2000,347
2304236,2001,323
2304236,2002,276
2304236,2003,323
2304236,2004,265
2304236,2005,358
2304236,2006,400
2304236,2007,173
2304236,2008,417
2304236,2009,128
2304236,2010,271
2304236,2011,429
2304236,2012,138
2304236,2013,320
2304236,2014,130
2304251,1990,139
2304251,1991,297
2304251,1992,75
2304251,1993,20
2304251,1994,283
2304251,1995,68
2304251,1996,184
2304251,1997,188
2304251,1998,217
2304251,1999,255
2304251,2000,233
2304251,2001,213
2304251,2002,312
2304251,2003,123
2304251,2004,253
2304251,2005,225
2304251,2006,398
2304251,2007,187
2304251,2008,299
2304251,2009,62
2304251,2010,161
2304251,2011,424
2304251,2012,155
2304251,2013,191
2304251,2014,244
2304269,1990,300
2304269,1991,250
2304269,1992,250
2304269,1993,60
2304269,1994,250
2304269,1995,350
2304269,1996,202
2304269,1997,280
2304269,1998,200
2304269,1999,401
2304269,2000,401
2304269,2001,28
2304269,2002,420
2304269,2003,280
2304269,2004,250
2304269,2005,400
2304269,2006,400
2304269,2007,131
2304269,2008,366
2304269,2009,300
2304269,2010,128
2304269,2011,254
2304269,2012,35
2304269,2013,100
2304269,2014,251
2304277,1990,169
2304277,1991,360
2304277,1992,250
2304277,1993,72
2304277,1994,360
2304277,1995,359
2304277,1996,375
2304277,1997,300
2304277,1998,-
2304277,1999,100
2304277,2000,450
2304277,2001,89
2304277,2002,320
2304277,2003,400
2304277,2004,372
2304277,2005,215
2304277,2006,600
2304277,2007,298
2304277,2008,540
2304277,2009,351
2304277,2010,120
2304277,2011,468
2304277,2012,56
2304277,2013,27
2304277,2014,411
2304285,1990,200
2304285,1991,250
2304285,1992,170
2304285,1993,83
2304285,1994,240
2304285,1995,166
2304285,1996,421
2304285,1997,300
2304285,1998,225
2304285,1999,362
2304285,2000,277
2304285,2001,400
2304285,2002,280
2304285,2003,300
2304285,2004,247
2304285,2005,246
2304285,2006,250
2304285,2007,280
2304285,2008,450
2304285,2009,245
2304285,2010,204
2304285,2011,442
2304285,2012,61
2304285,2013,174
2304285,2014,203
2304301,1990,498
2304301,1991,152
2304301,1992,250
2304301,1993,135
2304301,1994,280
2304301,1995,280
2304301,1996,275
2304301,1997,175
2304301,1998,129
2304301,1999,241
2304301,2000,253
2304301,2001,87
2304301,2002,277
2304301,2003,426
2304301,2004,220
2304301,2005,157
2304301,2006,469
2304301,2007,179
2304301,2008,450
2304301,2009,247
2304301,2010,148
2304301,2011,445
2304301,2012,111
2304301,2013,100
2304301,2014,755
2304350,1990,217
2304350,1991,248
2304350,1992,70
2304350,1993,133
2304350,1994,323
2304350,1995,259
2304350,1996,253
2304350,1997,362
2304350,1998,113
2304350,1999,234
2304350,2000,293
2304350,2001,189
2304350,2002,306
2304350,2003,389
2304350,2004,238
2304350,2005,319
2304350,2006,266
2304350,2007,229
2304350,2008,271
2304350,2009,299
2304350,2010,128
2304350,2011,449
2304350,2012,106
2304350,2013,209
2304350,2014,150
2304400,1990,200
2304400,1991,300
2304400,1992,500
2304400,1993,200
