Municipio,Ano,Vacas
1500206,2014,512
1500305,1974,4
1500305,1975,372
1500305,1976,37
1500305,1977,411
1500305,1978,445
1500305,1979,650
1500305,1980,569
1500305,1981,477
1500305,1982,515
1500305,1983,592
1500305,1984,600
1500305,1985,360
1500305,1986,380
1500305,1987,370
1500305,1988,480
1500305,1989,494
1500305,1990,535
1500305,1991,542
1500305,1992,540
1500305,1993,1530
1500305,1994,1560
1500305,1995,1496
1500305,1996,52
1500305,1997,355
1500305,1998,380
1500305,1999,560
1500305,2000,572
1500305,2001,208
1500305,2002,300
1500305,2003,289
1500305,2004,300
1500305,2005,310
1500305,2006,430
1500305,2007,280
1500305,2008,300
1500305,2009,320
1500305,2010,340
1500305,2011,350
1500305,2012,365
1500305,2013,190
1500305,2014,368
1500347,1974,-
1500347,1975,-
1500347,1976,-
1500347,1977,-
1500347,1978,-
1500347,1979,-
1500347,1980,-
1500347,1981,-
1500347,1982,-
1500347,1983,-
1500347,1984,-
1500347,1985,-
1500347,1986,-
1500347,1987,-
1500347,1988,-
1500347,1989,-
1500347,1990,-
1500347,1991,-
1500347,1992,-
1500347,1993,4900
1500347,1994,6500
1500347,1995,7150
1500347,1996,9451
1500347,1997,24710
1500347,1998,29652
1500347,1999,32617
1500347,2000,34248
1500347,2001,34893
1500347,2002,44120
1500347,2003,45086
1500347,2004,46770
1500347,2005,46041
1500347,2006,46540
1500347,2007,40792
1500347,2008,43667
1500347,2009,45388
1500347,2010,10207
1500347,2011,11770
1500347,2012,12005
1500347,2013,11368
1500347,2014,11708
1500404,1974,5742
1500404,1975,5185
1500404,1976,5210
1500404,1977,5291
1500404,1978,6641
1500404,1979,6836
1500404,1980,10627
1500404,1981,11486
1500404,1982,12061
1500404,1983,12875
1500404,1984,11113
1500404,1985,12261
1500404,1986,12739
1500404,1987,12691
1500404,1988,14991
1500404,1989,17090
1500404,1990,11264
1500404,1991,13524
1500404,1992,15920
1500404,1993,17350
1500404,1994,18450
1500404,1995,17270
1500404,1996,6390
1500404,1997,5070
1500404,1998,5580
1500404,1999,5690
1500404,2000,5280
1500404,2001,5488
1500404,2002,6000
1500404,2003,5304
1500404,2004,5410
1500404,2005,7573
1500404,2006,7436
1500404,2007,8219
1500404,2008,6518
1500404,2009,5218
1500404,2010,1750
1500404,2011,7129
1500404,2012,6436
1500404,2013,6737
1500404,2014,6690
1500503,1974,700
1500503,1975,698
1500503,1976,753
1500503,1977,810
1500503,1978,980
1500503,1979,1150
1500503,1980,605
1500503,1981,710
1500503,1982,840
1500503,1983,910
1500503,1984,930
1500503,1985,1766
1500503,1986,1870
1500503,1987,1966
1500503,1988,1194
1500503,1989,1254
1500503,1990,1365
1500503,1991,1438
1500503,1992,1553
1500503,1993,2650
1500503,1994,3747
1500503,1995,4496
1500503,1996,896
1500503,1997,976
1500503,1998,973
1500503,1999,992
1500503,2000,1011
1500503,2001,1872
1500503,2002,2059
1500503,2003,2161
1500503,2004,2269
1500503,2005,2382
1500503,2006,2501
1500503,2007,3047
1500503,2008,3210
1500503,2009,3370
1500503,2010,3707
1500503,2011,3966
1500503,2012,4026
1500503,2013,4620
1500503,2014,4342
1500602,1974,876
1500602,1975,1238
1500602,1976,1608
1500602,1977,1745
1500602,1978,2006
1500602,1979,2100
1500602,1980,3868
1500602,1981,10370
1500602,1982,12741
1500602,1983,13199
1500602,1984,14516
1500602,1985,16249
1500602,1986,29640
1500602,1987,30500
1500602,1988,32500
1500602,1989,33500
1500602,1990,38000
1500602,1991,40000
1500602,1992,35000
1500602,1993,10000
1500602,1994,10000
1500602,1995,10100
1500602,1996,-
1500602,1997,9975
1500602,1998,8478
1500602,1999,9450
1500602,2000,10300
1500602,2001,4060
1500602,2002,4872
1500602,2003,5822
1500602,2004,6284
1500602,2005,6805
1500602,2006,9125
1500602,2007,6180
1500602,2008,6137
1500602,2009,4295
1500602,2010,5553
1500602,2011,6889
1500602,2012,6685
1500602,2013,7086
1500602,2014,6875
1500701,1974,20
1500701,1975,40
1500701,1976,35
1500701,1977,40
1500701,1978,20
1500701,1979,32
1500701,1980,27
1500701,1981,18
1500701,1982,19
1500701,1983,22
1500701,1984,28
1500701,1985,12
1500701,1986,23
1500701,1987,25
1500701,1988,40
1500701,1989,50
1500701,1990,60
1500701,1991,72
1500701,1992,80
1500701,1993,150
1500701,1994,151
1500701,1995,150
1500701,1996,3
1500701,1997,66
1500701,1998,77
1500701,1999,75
1500701,2000,72
1500701,2001,70
1500701,2002,70
1500701,2003,75
1500701,2004,77
1500701,2005,175
1500701,2006,214
1500701,2007,204
1500701,2008,200
1500701,2009,210
1500701,2010,215
1500701,2011,220
1500701,2012,225
1500701,2013,231
1500701,2014,235
1500800,1974,50
1500800,1975,122
1500800,1976,113
1500800,1977,40
1500800,1978,48
1500800,1979,60
1500800,1980,68
1500800,1981,79
1500800,1982,81
1500800,1983,67
1500800,1984,312
1500800,1985,114
1500800,1986,398
1500800,1987,382
1500800,1988,370
1500800,1989,320
1500800,1990,260
1500800,1991,195
1500800,1992,105
1500800,1993,100
1500800,1994,95
1500800,1995,95
1500800,1996,3
1500800,1997,130
1500800,1998,155
1500800,1999,160
1500800,2000,174
1500800,2001,182
1500800,2002,193
1500800,2003,185
1500800,2004,35
1500800,2005,30
1500800,2006,32
1500800,2007,18
1500800,2008,10
1500800,2009,20
1500800,2010,21
1500800,2011,24
1500800,2012,16
1500800,2013,21
1500800,2014,-
1500859,1974,-
1500859,1975,-
1500859,1976,-
1500859,1977,-
1500859,1978,-
1500859,1979,-
1500859,1980,-
1500859,1981,-
1500859,1982,-
1500859,1983,-
1500859,1984,-
1500859,1985,-
1500859,1986,-
1500859,1987,-
1500859,1988,-
1500859,1989,-
1500859,1990,-
1500859,1991,-
1500859,1992,-
1500859,1993,-
1500859,1994,-
1500859,1995,-
1500859,1996,-
1500859,1997,3130
1500859,1998,3180
1500859,1999,3200
1500859,2000,3360
1500859,2001,2850
1500859,2002,2610
1500859,2003,2039
1500859,2004,2372
1500859,2005,2100
1500859,2006,4311
1500859,2007,1738
1500859,2008,1714
1500859,2009,1738
1500859,2010,1717
1500859,2011,1751
1500859,2012,2334
1500859,2013,2647
1500859,2014,2570
1500909,1974,316
1500909,1975,233
1500909,1976,236
1500909,1977,160
1500909,1978,175
1500909,1979,180
1500909,1980,170
1500909,1981,101
1500909,1982,110
1500909,1983,92
1500909,1984,80
1500909,1985,63
1500909,1986,82
1500909,1987,86
1500909,1988,95
1500909,1989,90
1500909,1990,85
1500909,1991,90
1500909,1992,95
1500909,1993,81
1500909,1994,100
1500909,1995,150
1500909,1996,160
1500909,1997,200
1500909,1998,210
1500909,1999,210
1500909,2000,200
1500909,2001,205
1500909,2002,220
1500909,2003,230
1500909,2004,143
1500909,2005,140
1500909,2006,145
1500909,2007,98
1500909,2008,80
1500909,2009,60
1500909,2010,55
1500909,2011,50
1500909,2012,55
1500909,2013,59
1500909,2014,55
1500958,1974,-
1500958,1975,-
1500958,1976,-
1500958,1977,-
1500958,1978,-
1500958,1979,-
1500958,1980,-
1500958,1981,-
1500958,1982,-
1500958,1983,-
1500958,1984,-
1500958,1985,-
1500958,1986,-
1500958,1987,-
1500958,1988,-
1500958,1989,-
1500958,1990,-
1500958,1991,-
1500958,1992,-
1500958,1993,5390
1500958,1994,3880
1500958,1995,5500
1500958,1996,939
1500958,1997,980
1500958,1998,1420
1500958,1999,1610
1500958,2000,2420
1500958,2001,2990
1500958,2002,3205
1500958,2003,3905
1500958,2004,4110
1500958,2005,4190
1500958,2006,4235
1500958,2007,4027
1500958,2008,3836
1500958,2009,3712
1500958,2010,4922
1500958,2011,5873
1500958,2012,6224
1500958,2013,6380
1500958,2014,6200
1501006,1974,119
1501006,1975,54
1501006,1976,54
1501006,1977,55
1501006,1978,295
1501006,1979,300
1501006,1980,838
1501006,1981,900
1501006,1982,830
1501006,1983,1600
1501006,1984,1300
1501006,1985,1896
1501006,1986,1991
1501006,1987,2194
1501006,1988,2356
1501006,1989,600
1501006,1990,630
1501006,1991,680
1501006,1992,715
1501006,1993,940
1501006,1994,1600
1501006,1995,880
1501006,1996,939
1501006,1997,980
1501006,1998,1048
1501006,1999,1300
1501006,2000,1430
1501006,2001,1500
1501006,2002,1530
1501006,2003,1650
1501006,2004,1700
1501006,2005,1164
1501006,2006,1280
1501006,2007,1568
1501006,2008,1345
1501006,2009,1306
1501006,2010,1320
1501006,2011,84
1501006,2012,150
1501006,2013,174
1501006,2014,210
1501105,1974,6
1501105,1975,8
1501105,1976,10
1501105,1977,13
1501105,1978,19
1501105,1979,25
1501105,1980,35
1501105,1981,50
1501105,1982,68
1501105,1983,68
1501105,1984,72
1501105,1985,28
1501105,1986,28
1501105,1987,30
1501105,1988,35
1501105,1989,40
1501105,1990,37
1501105,1991,40
1501105,1992,50
1501105,1993,56
1501105,1994,67
1501105,1995,72
1501105,1996,70
1501105,1997,58
1501105,1998,60
1501105,1999,65
1501105,2000,67
1501105,2001,60
1501105,2002,60
1501105,2003,88
1501105,2004,91
1501105,2005,92
1501105,2006,95
1501105,2007,92
1501105,2008,90
1501105,2009,90
1501105,2010,94
1501105,2011,96
1501105,2012,98
1501105,2013,99
1501105,2014,101
1501204,1974,34
1501204,1975,25
1501204,1976,24
1501204,1977,-
1501204,1978,-
1501204,1979,75
1501204,1980,400
1501204,1981,420
1501204,1982,400
1501204,1983,800
1501204,1984,800
1501204,1985,550
1501204,1986,3800
1501204,1987,4028
1501204,1988,4390
1501204,1989,3831
1501204,1990,994
1501204,1991,850
1501204,1992,799
1501204,1993,767
1501204,1994,805
1501204,1995,930
1501204,1996,907
1501204,1997,943
1501204,1998,971
1501204,1999,825
1501204,2000,759
1501204,2001,721
1501204,2002,735
1501204,2003,698
1501204,2004,300
1501204,2005,1039
1501204,2006,940
1501204,2007,1004
1501204,2008,1054
1501204,2009,1106
1501204,2010,1161
1501204,2011,1219
1501204,2012,1300
1501204,2013,1400
1501204,2014,1457
1501253,1974,-
1501253,1975,-
1501253,1976,-
1501253,1977,-
1501253,1978,-
1501253,1979,-
1501253,1980,-
1501253,1981,-
1501253,1982,-
1501253,1983,-
1501253,1984,-
1501253,1985,-
1501253,1986,-
1501253,1987,-
1501253,1988,-
1501253,1989,-
1501253,1990,-
1501253,1991,-
1501253,1992,-
1501253,1993,-
1501253,1994,-
1501253,1995,-
1501253,1996,-
1501253,1997,11984
1501253,1998,15579
1501253,1999,28042
1501253,2000,29444
1501253,2001,18643
1501253,2002,17437
1501253,2003,14564
1501253,2004,14392
1501253,2005,14109
1501253,2006,13542
1501253,2007,11557
1501253,2008,9996
1501253,2009,12037
1501253,2010,4487
1501253,2011,3704
1501253,2012,3659
1501253,2013,3018
1501253,2014,3169
1501303,1974,10
1501303,1975,2
1501303,1976,15
1501303,1977,6
1501303,1978,10
1501303,1979,56
1501303,1980,62
1501303,1981,60
1501303,1982,420
1501303,1983,-
1501303,1984,110
1501303,1985,265
1501303,1986,584
1501303,1987,651
1501303,1988,685
1501303,1989,600
1501303,1990,650
1501303,1991,200
1501303,1992,160
1501303,1993,180
1501303,1994,190
1501303,1995,200
1501303,1996,190
1501303,1997,120
1501303,1998,125
1501303,1999,130
1501303,2000,125
1501303,2001,100
1501303,2002,120
1501303,2003,135
1501303,2004,402
1501303,2005,445
1501303,2006,450
1501303,2007,273
1501303,2008,263
1501303,2009,120
1501303,2010,110
1501303,2011,100
1501303,2012,35
1501303,2013,37
1501303,2014,35
1501402,1974,514
1501402,1975,309
1501402,1976,290
1501402,1977,115
1501402,1978,596
1501402,1979,150
1501402,1980,176
1501402,1981,172
1501402,1982,139
1501402,1983,197
1501402,1984,210
1501402,1985,168
1501402,1986,185
1501402,1987,158
1501402,1988,236
1501402,1989,298
1501402,1990,315
1501402,1991,352
1501402,1992,231
1501402,1993,143
1501402,1994,208
1501402,1995,140
1501402,1996,-
1501402,1997,12
1501402,1998,12
1501402,1999,16
1501402,2000,16
1501402,2001,17
1501402,2002,13
1501402,2003,8
1501402,2004,4
1501402,2005,5
1501402,2006,10
1501402,2007,15
1501402,2008,10
1501402,2009,20
1501402,2010,25
1501402,2011,30
1501402,2012,30
1501402,2013,25
1501402,2014,18
1501451,1974,-
1501451,1975,-
1501451,1976,-
1501451,1977,-
1501451,1978,-
1501451,1979,-
1501451,1980,-
1501451,1981,-
1501451,1982,-
1501451,1983,-
1501451,1984,-
1501451,1985,-
1501451,1986,-
1501451,1987,-
1501451,1988,-
1501451,1989,-
1501451,1990,-
1501451,1991,-
1501451,1992,-
1501451,1993,-
1501451,1994,-
1501451,1995,-
1501451,1996,-
1501451,1997,500
1501451,1998,600
1501451,1999,870
1501451,2000,1000
1501451,2001,1120
1501451,2002,1265
1501451,2003,1280
1501451,2004,1665
1501451,2005,1420
1501451,2006,1256
1501451,2007,1570
1501451,2008,1100
1501451,2009,1192
1501451,2010,302
1501451,2011,304
1501451,2012,362
1501451,2013,397
1501451,2014,405
1501501,1974,70
1501501,1975,112
1501501,1976,140
1501501,1977,145
1501501,1978,152
1501501,1979,165
1501501,1980,187
1501501,1981,185
1501501,1982,179
1501501,1983,173
1501501,1984,283
1501501,1985,824
1501501,1986,835
1501501,1987,866
1501501,1988,862
1501501,1989,1040
1501501,1990,1100
1501501,1991,1130
1501501,1992,1164
1501501,1993,1149
1501501,1994,1194
1501501,1995,800
1501501,1996,136
1501501,1997,840
1501501,1998,840
1501501,1999,890
1501501,2000,1050
1501501,2001,1100
1501501,2002,1165
1501501,2003,584
1501501,2004,416
1501501,2005,380
1501501,2006,400
1501501,2007,240
1501501,2008,250
1501501,2009,240
1501501,2010,95
1501501,2011,86
1501501,2012,98
1501501,2013,120
1501501,2014,270
1501576,1974,-
1501576,1975,-
1501576,1976,-
1501576,1977,-
1501576,1978,-
1501576,1979,-
1501576,1980,-
1501576,1981,-
1501576,1982,-
1501576,1983,-
1501576,1984,-
1501576,1985,-
1501576,1986,-
1501576,1987,-
1501576,1988,-
1501576,1989,8650
1501576,1990,8900
1501576,1991,8500
1501576,1992,8750
1501576,1993,5500
1501576,1994,5600
1501576,1995,5800
1501576,1996,3816
1501576,1997,4100
1501576,1998,4790
1501576,1999,5269
1501576,2000,10485
1501576,2001,12010
1501576,2002,12840
1501576,2003,13500
1501576,2004,14370
1501576,2005,14560
1501576,2006,14641
1501576,2007,13762
1501576,2008,14206
1501576,2009,13496
1501576,2010,10273
1501576,2011,10874
1501576,2012,10460
1501576,2013,10580
1501576,2014,10500
1501600,1974,150
1501600,1975,186
1501600,1976,245
1501600,1977,285
1501600,1978,362
1501600,1979,450
1501600,1980,373
1501600,1981,378
1501600,1982,269
1501600,1983,325
1501600,1984,850
1501600,1985,1155
1501600,1986,1170
1501600,1987,1290
1501600,1988,1242
1501600,1989,487
1501600,1990,510
1501600,1991,583
1501600,1992,358
1501600,1993,378
1501600,1994,390
1501600,1995,415
1501600,1996,800
1501600,1997,850
1501600,1998,945
1501600,1999,960
1501600,2000,920
1501600,2001,750
1501600,2002,850
1501600,2003,900
1501600,2004,520
1501600,2005,550
1501600,2006,575
1501600,2007,490
1501600,2008,478
1501600,2009,481
1501600,2010,470
1501600,2011,480
1501600,2012,436
1501600,2013,398
1501600,2014,360
1501709,1974,1120
1501709,1975,1172
1501709,1976,1203
1501709,1977,1160
1501709,1978,1200
1501709,1979,1500
1501709,1980,603
1501709,1981,929
1501709,1982,970
1501709,1983,950
1501709,1984,885
1501709,1985,798
1501709,1986,810
1501709,1987,830
1501709,1988,750
1501709,1989,715
1501709,1990,720
1501709,1991,660
1501709,1992,720
1501709,1993,600
1501709,1994,280
1501709,1995,300
1501709,1996,1000
1501709,1997,1080
1501709,1998,1100
1501709,1999,1120
1501709,2000,1100
1501709,2001,1100
1501709,2002,1080
1501709,2003,1090
1501709,2004,835
1501709,2005,850
1501709,2006,860
1501709,2007,485
1501709,2008,472
1501709,2009,450
1501709,2010,415
1501709,2011,410
1501709,2012,435
1501709,2013,472
1501709,2014,453
1501725,1974,-
1501725,1975,-
1501725,1976,-
1501725,1977,-
1501725,1978,-
1501725,1979,-
1501725,1980,-
1501725,1981,-
1501725,1982,-
1501725,1983,-
1501725,1984,-
1501725,1985,-
1501725,1986,-
1501725,1987,-
1501725,1988,-
1501725,1989,-
1501725,1990,-
1501725,1991,-
1501725,1992,-
1501725,1993,3000
1501725,1994,3100
1501725,1995,5000
1501725,1996,-
1501725,1997,5583
1501725,1998,5350
1501725,1999,6480
1501725,2000,7255
1501725,2001,4150
1501725,2002,4180
1501725,2003,4368
1501725,2004,5649
1501725,2005,5795
1501725,2006,6488
1501725,2007,5995
1501725,2008,5385
1501725,2009,5501
1501725,2010,4120
1501725,2011,4135
1501725,2012,4357
1501725,2013,4715
1501725,2014,4821
1501758,1974,-
1501758,1975,-
1501758,1976,-
1501758,1977,-
1501758,1978,-
1501758,1979,-
1501758,1980,-
1501758,1981,-
1501758,1982,-
1501758,1983,-
1501758,1984,-
1501758,1985,-
1501758,1986,-
1501758,1987,-
1501758,1988,-
1501758,1989,6550
1501758,1990,6900
1501758,1991,6150
1501758,1992,6300
1501758,1993,3500
1501758,1994,3600
1501758,1995,3900
1501758,1996,4900
1501758,1997,5500
1501758,1998,6100
1501758,1999,6200
1501758,2000,6450
1501758,2001,6150
1501758,2002,10200
1501758,2003,12200
1501758,2004,22300
1501758,2005,22780
1501758,2006,18150
1501758,2007,12100
1501758,2008,11650
1501758,2009,10100
1501758,2010,9980
1501758,2011,9500
1501758,2012,8500
1501758,2013,8300
1501758,2014,9500
1501782,1974,-
1501782,1975,-
1501782,1976,-
1501782,1977,-
1501782,1978,-
1501782,1979,-
1501782,1980,-
1501782,1981,-
1501782,1982,-
1501782,1983,-
1501782,1984,-
1501782,1985,-
1501782,1986,-
1501782,1987,-
1501782,1988,-
1501782,1989,-
1501782,1990,-
1501782,1991,-
1501782,1992,-
1501782,1993,80
1501782,1994,220
1501782,1995,250
1501782,1996,987
1501782,1997,850
1501782,1998,680
1501782,1999,620
1501782,2000,560
1501782,2001,630
1501782,2002,945
1501782,2003,1030
1501782,2004,2500
1501782,2005,4354
1501782,2006,4800
1501782,2007,11032
1501782,2008,11583
1501782,2009,12162
1501782,2010,12770
1501782,2011,9702
1501782,2012,8000
1501782,2013,3875
1501782,2014,3900
1501808,1974,10
1501808,1975,29
1501808,1976,35
1501808,1977,22
1501808,1978,31
1501808,1979,45
1501808,1980,12
1501808,1981,20
1501808,1982,75
1501808,1983,60
1501808,1984,62
1501808,1985,20
1501808,1986,25
1501808,1987,43
1501808,1988,120
1501808,1989,145
1501808,1990,170
1501808,1991,220
1501808,1992,275
1501808,1993,325
1501808,1994,338
1501808,1995,344
1501808,1996,354
1501808,1997,312
1501808,1998,305
1501808,1999,315
1501808,2000,318
1501808,2001,90
1501808,2002,90
1501808,2003,120
1501808,2004,115
1501808,2005,120
1501808,2006,125
1501808,2007,120
1501808,2008,120
1501808,2009,120
1501808,2010,120
1501808,2011,131
1501808,2012,135
1501808,2013,141
1501808,2014,142
1501907,1974,28
1501907,1975,18
1501907,1976,18
1501907,1977,22
1501907,1978,50
1501907,1979,60
1501907,1980,100
1501907,1981,180
1501907,1982,300
1501907,1983,500
1501907,1984,585
1501907,1985,650
1501907,1986,700
1501907,1987,780
1501907,1988,936
1501907,1989,393
1501907,1990,409
1501907,1991,415
1501907,1992,456
1501907,1993,492
1501907,1994,511
1501907,1995,490
1501907,1996,29
1501907,1997,330
1501907,1998,346
1501907,1999,305
1501907,2000,312
1501907,2001,320
1501907,2002,340
1501907,2003,350
1501907,2004,365
1501907,2005,400
1501907,2006,415
1501907,2007,435
1501907,2008,480
1501907,2009,504
1501907,2010,246
1501907,2011,285
1501907,2012,380
1501907,2013,390
1501907,2014,410
1502004,1974,1219
1502004,1975,962
1502004,1976,954
1502004,1977,2300
1502004,1978,2700
1502004,1979,2830
1502004,1980,1300
1502004,1981,1800
1502004,1982,1700
1502004,1983,2200
1502004,1984,2450
1502004,1985,2853
1502004,1986,2150
1502004,1987,1930
1502004,1988,2050
1502004,1989,2296
1502004,1990,2645
1502004,1991,2116
1502004,1992,1950
1502004,1993,2047
1502004,1994,2598
1502004,1995,2730
1502004,1996,4160
1502004,1997,5450
1502004,1998,4430
1502004,1999,4345
1502004,2000,4400
1502004,2001,4100
1502004,2002,6700
1502004,2003,4613
1502004,2004,4400
1502004,2005,4328
1502004,2006,4320
1502004,2007,4263
1502004,2008,3770
1502004,2009,3789
1502004,2010,3808
1502004,2011,3922
1502004,2012,3332
1502004,2013,4816
1502004,2014,3985
1501956,1974,-
1501956,1975,-
1501956,1976,-
1501956,1977,-
1501956,1978,-
1501956,1979,-
1501956,1980,-
1501956,1981,-
1501956,1982,-
1501956,1983,-
1501956,1984,-
1501956,1985,-
1501956,1986,-
1501956,1987,-
1501956,1988,-
1501956,1989,-
1501956,1990,-
1501956,1991,-
1501956,1992,-
1501956,1993,-
1501956,1994,-
1501956,1995,-
1501956,1996,-
1501956,1997,1000
1501956,1998,700
1501956,1999,720
1501956,2000,700
1501956,2001,900
1501956,2002,880
1501956,2003,800
1501956,2004,740
1501956,2005,690
1501956,2006,750
1501956,2007,306
1501956,2008,240
1501956,2009,195
1501956,2010,216
1501956,2011,249
1501956,2012,250
1501956,2013,274
1501956,2014,220
1502103,1974,60
1502103,1975,25
1502103,1976,22
1502103,1977,-
1502103,1978,-
1502103,1979,-
1502103,1980,-
1502103,1981,-
1502103,1982,-
1502103,1983,15
1502103,1984,50
1502103,1985,45
1502103,1986,57
1502103,1987,65
1502103,1988,69
1502103,1989,70
1502103,1990,-
1502103,1991,-
1502103,1992,-
1502103,1993,-
1502103,1994,25
1502103,1995,26
1502103,1996,14
1502103,1997,20
1502103,1998,35
1502103,1999,40
1502103,2000,60
1502103,2001,50
1502103,2002,50
1502103,2003,50
1502103,2004,50
1502103,2005,120
1502103,2006,129
1502103,2007,124
1502103,2008,130
1502103,2009,136
1502103,2010,142
1502103,2011,149
1502103,2012,150
1502103,2013,155
1502103,2014,160
1502152,1974,-
1502152,1975,-
1502152,1976,-
1502152,1977,-
1502152,1978,-
1502152,1979,-
1502152,1980,-
1502152,1981,-
1502152,1982,-
1502152,1983,-
1502152,1984,-
1502152,1985,-
1502152,1986,-
1502152,1987,-
1502152,1988,-
1502152,1989,-
1502152,1990,-
1502152,1991,-
1502152,1992,-
1502152,1993,-
1502152,1994,-
1502152,1995,-
1502152,1996,-
1502152,1997,17600
1502152,1998,18500
1502152,1999,18900
1502152,2000,18000
1502152,2001,18500
1502152,2002,31150
1502152,2003,35000
1502152,2004,25300
1502152,2005,13874
1502152,2006,13600
1502152,2007,15750
1502152,2008,18400
1502152,2009,16000
1502152,2010,18200
1502152,2011,17500
1502152,2012,17200
1502152,2013,18000
1502152,2014,19000
1502202,1974,259
1502202,1975,203
1502202,1976,192
1502202,1977,260
1502202,1978,320
1502202,1979,430
1502202,1980,744
1502202,1981,842
1502202,1982,1114
1502202,1983,1140
1502202,1984,1050
1502202,1985,575
1502202,1986,650
1502202,1987,793
1502202,1988,911
1502202,1989,850
1502202,1990,920
1502202,1991,735
1502202,1992,654
1502202,1993,660
1502202,1994,770
1502202,1995,670
1502202,1996,1060
1502202,1997,1095
1502202,1998,1150
1502202,1999,1230
1502202,2000,1050
1502202,2001,980
1502202,2002,970
1502202,2003,900
1502202,2004,1580
1502202,2005,1700
1502202,2006,1827
1502202,2007,1515
1502202,2008,1497
1502202,2009,1398
1502202,2010,1298
1502202,2011,1312
1502202,2012,1364
1502202,2013,1310
1502202,2014,1430
1502301,1974,360
1502301,1975,1023
1502301,1976,1158
1502301,1977,950
1502301,1978,1010
1502301,1979,1080
1502301,1980,1067
1502301,1981,1070
1502301,1982,1346
1502301,1983,1360
1502301,1984,4100
1502301,1985,6020
1502301,1986,6290
1502301,1987,6620
1502301,1988,6416
1502301,1989,1439
1502301,1990,1610
1502301,1991,2545
1502301,1992,2596
1502301,1993,2648
1502301,1994,2688
1502301,1995,2550
1502301,1996,1210
1502301,1997,1250
1502301,1998,1315
1502301,1999,1433
1502301,2000,1450
1502301,2001,1300
1502301,2002,1400
1502301,2003,1580
1502301,2004,1692
1502301,2005,1710
1502301,2006,1686
1502301,2007,1965
1502301,2008,1870
1502301,2009,1710
1502301,2010,1210
1502301,2011,1223
1502301,2012,1310
1502301,2013,1320
1502301,2014,1245
1502400,1974,381
1502400,1975,379
1502400,1976,422
1502400,1977,460
1502400,1978,663
1502400,1979,600
1502400,1980,3659
1502400,1981,4320
1502400,1982,2924
1502400,1983,3620
1502400,1984,4540
1502400,1985,3187
1502400,1986,3415
1502400,1987,4500
1502400,1988,4890
1502400,1989,5100
1502400,1990,5000
1502400,1991,4900
1502400,1992,5072
1502400,1993,6000
1502400,1994,6550
1502400,1995,7100
1502400,1996,1650
1502400,1997,1650
1502400,1998,1600
1502400,1999,1500
1502400,2000,1480
1502400,2001,1500
1502400,2002,1600
1502400,2003,1650
1502400,2004,1750
1502400,2005,7689
1502400,2006,7815
1502400,2007,7940
1502400,2008,7950
1502400,2009,8347
1502400,2010,8340
1502400,2011,8350
1502400,2012,8550
1502400,2013,8900
1502400,2014,7300
1502509,1974,524
1502509,1975,433
1502509,1976,435
1502509,1977,4000
1502509,1978,4800
1502509,1979,5100
1502509,1980,4067
1502509,1981,4445
1502509,1982,9724
1502509,1983,11718
1502509,1984,11845
1502509,1985,9480
1502509,1986,9950
1502509,1987,9848
1502509,1988,11325
1502509,1989,11520
1502509,1990,18915
1502509,1991,20190
1502509,1992,21392
1502509,1993,21010
1502509,1994,21220
1502509,1995,21360
1502509,1996,921
1502509,1997,1115
1502509,1998,613
1502509,1999,620
1502509,2000,656
1502509,2001,820
1502509,2002,811
1502509,2003,1370
1502509,2004,1400
1502509,2005,1500
1502509,2006,2350
1502509,2007,5000
1502509,2008,5500
1502509,2009,5150
1502509,2010,5400
1502509,2011,5500
1502509,2012,5650
1502509,2013,4700
1502509,2014,6520
1502608,1974,23
1502608,1975,-
1502608,1976,-
1502608,1977,-
1502608,1978,-
1502608,1979,-
1502608,1980,-
1502608,1981,8
1502608,1982,12
1502608,1983,15
1502608,1984,14
1502608,1985,15
1502608,1986,25
1502608,1987,35
1502608,1988,50
1502608,1989,64
1502608,1990,59
1502608,1991,64
1502608,1992,55
1502608,1993,72
1502608,1994,65
1502608,1995,61
1502608,1996,41
1502608,1997,41
1502608,1998,45
1502608,1999,50
1502608,2000,50
1502608,2001,45
1502608,2002,45
1502608,2003,40
1502608,2004,40
1502608,2005,35
1502608,2006,40
1502608,2007,41
1502608,2008,41
1502608,2009,20
1502608,2010,13
1502608,2011,14
1502608,2012,-
1502608,2013,-
1502608,2014,-
1502707,1974,1658
1502707,1975,7874
1502707,1976,8092
1502707,1977,9149
1502707,1978,9964
1502707,1979,10100
1502707,1980,53000
1502707,1981,71840
1502707,1982,84900
1502707,1983,19500
1502707,1984,22800
1502707,1985,19483
1502707,1986,22385
1502707,1987,32008
1502707,1988,36514
1502707,1989,41819
1502707,1990,46951
1502707,1991,73173
1502707,1992,77563
1502707,1993,82730
1502707,1994,72138
1502707,1995,78926
1502707,1996,26738
1502707,1997,28342
1502707,1998,26931
1502707,1999,25860
1502707,2000,26931
1502707,2001,27066
1502707,2002,27336
1502707,2003,28702
1502707,2004,27945
1502707,2005,28816
1502707,2006,36381
1502707,2007,10765
1502707,2008,9203
1502707,2009,8718
1502707,2010,8698
1502707,2011,8722
1502707,2012,8971
1502707,2013,9144
1502707,2014,9326
1502756,1974,-
1502756,1975,-
1502756,1976,-
1502756,1977,-
1502756,1978,-
1502756,1979,-
1502756,1980,-
1502756,1981,-
1502756,1982,-
1502756,1983,-
1502756,1984,-
1502756,1985,-
1502756,1986,-
1502756,1987,-
